name,cost,duration_days,prepayment
Миграция системы аутентификации с нуля,258500.00,18,92300.00
Миграция CRM-системы (POC),873500.00,110,367800.00
Оптимизация базы данных под ключ,123500.00,16,53300.00
Интеграция панели администратора (SaaS),201500.00,17,62700.00
Оптимизация системы резервного копирования (SaaS),91500.00,7,44600.00
Оптимизация API-сервиса (MVP),231500.00,26,79000.00
Миграция микросервисной архитектуры (Enterprise),367500.00,43,99900.00
Интеграция API-сервиса на основе существующего решения,272500.00,33,118800.00
Аудит API-сервиса с нуля,59000.00,5,27800.00
Оптимизация системы аналитики (POC),496500.00,62,146700.00
Интеграция микросервисной архитектуры с нуля,1008500.00,111,425400.00
Настройка системы аутентификации (MVP),105500.00,8,28200.00
Сопровождение чат-бота под ключ,80500.00,6,22900.00
Разработка системы управления задачами под ключ,1931500.00,139,654000.00
Аудит DevOps-пайплайна на основе существующего решения,235500.00,22,111200.00
Интеграция системы аутентификации (MVP),523500.00,61,162400.00
Настройка системы аналитики (SaaS),92000.00,10,41700.00
Аудит сети доставки контента на основе существующего решения,28000.00,3,8000.00
Сопровождение API-сервиса под ключ,71000.00,8,33300.00
Консультация системы резервного копирования,42000.00,5,13300.00
Оптимизация облачной инфраструктуры с нуля,58500.00,5,23800.00
Внедрение CRM-системы (Enterprise),470000.00,61,198600.00
Сопровождение микросервисной архитектуры (MVP),128000.00,13,48400.00
Консультация базы данных (POC),32500.00,3,8900.00
Интеграция чат-бота под ключ,720500.00,61,295600.00
Проектирование облачной инфраструктуры (SaaS),528500.00,49,249300.00
Миграция мобильного приложения (SaaS),880500.00,79,360300.00
Оптимизация платёжного модуля на основе существующего решения,332500.00,40,86200.00
Проектирование системы резервного копирования под ключ,657000.00,54,196900.00
Развёртывание мобильного приложения (MVP),31000.00,3,8300.00
Внедрение сети доставки контента,1318000.00,105,584400.00
Проектирование веб-приложения (POC),188000.00,21,51800.00
Внедрение базы данных с нуля,1450500.00,115,625700.00
Внедрение корпоративного портала (SaaS),290000.00,21,140700.00
Развёртывание чат-бота (SaaS),418500.00,49,159000.00
Внедрение DevOps-пайплайна,1262000.00,140,438100.00
Консультация мобильного приложения на основе существующего решения,18500.00,2,5300.00
Разработка веб-приложения под ключ,1790500.00,191,461100.00
Проектирование DevOps-пайплайна (SaaS),157000.00,17,55100.00
Развёртывание корпоративного портала,187500.00,13,50800.00
Проектирование системы управления задачами с нуля,272500.00,34,74200.00
Тестирование сети доставки контента на основе существующего решения,305000.00,39,86500.00
Миграция системы аналитики,574000.00,43,165200.00
Консультация нагрузочного тестирования (Enterprise),26000.00,2,12000.00
Оптимизация CRM-системы,474500.00,50,148200.00
Интеграция ERP-системы,890000.00,84,337900.00
Внедрение мобильного приложения на основе существующего решения,1373500.00,97,419600.00
Интеграция облачной инфраструктуры на основе существующего решения,583000.00,54,196700.00
Проектирование системы аутентификации,638500.00,51,296300.00
Сопровождение корпоративного портала с нуля,137000.00,14,42400.00
Развёртывание системы резервного копирования на основе существующего решения,140500.00,17,63900.00
Тестирование системы резервного копирования на основе существующего решения,228000.00,17,59900.00
Разработка чат-бота с нуля,1883500.00,185,881900.00
Сопровождение системы управления задачами (POC),80500.00,9,30500.00
Консультация системы аналитики (Enterprise),25500.00,2,11700.00
Консультация панели администратора под ключ,17000.00,2,7000.00
Оптимизация системы аналитики,493000.00,35,145700.00
Оптимизация панели администратора с нуля,53000.00,5,15500.00
Разработка системы управления задачами (POC),820500.00,85,389300.00
Оптимизация DevOps-пайплайна (SaaS),54500.00,7,17900.00
Аудит системы аутентификации (Enterprise),235500.00,29,108800.00
Аудит системы аутентификации с нуля,280000.00,20,96400.00
Тестирование микросервисной архитектуры на основе существующего решения,353500.00,33,105100.00
Миграция веб-приложения (POC),706500.00,73,285200.00
Миграция сети доставки контента под ключ,714500.00,70,189000.00
Интеграция CRM-системы (Enterprise),931000.00,104,394100.00
Разработка системы мониторинга под ключ,1930500.00,226,877000.00
Интеграция CRM-системы (Enterprise),1028500.00,108,364000.00
Разработка DevOps-пайплайна с нуля,1510000.00,193,439600.00
Миграция мобильного приложения,390500.00,34,146300.00
Миграция API-сервиса под ключ,274000.00,24,116200.00
Развёртывание DevOps-пайплайна (Enterprise),480500.00,54,215300.00
Тестирование корпоративного портала (SaaS),211500.00,27,77700.00
Настройка системы аналитики,197000.00,16,93900.00
Консультация API-сервиса на основе существующего решения,18500.00,2,7000.00
Интеграция мобильного приложения на основе существующего решения,251500.00,20,91600.00
Миграция сети доставки контента (SaaS),45000.00,5,17400.00
Разработка сети доставки контента,1560500.00,148,583300.00
Проектирование CRM-системы (POC),344000.00,38,116000.00
Внедрение платёжного модуля (SaaS),1279500.00,90,463000.00
Настройка базы данных (SaaS),136500.00,10,39800.00
Интеграция системы аутентификации под ключ,203500.00,21,59600.00
Миграция мобильного приложения (MVP),311000.00,31,149200.00
Интеграция ERP-системы на основе существующего решения,65000.00,6,29300.00
Проектирование панели администратора на основе существующего решения,212000.00,26,68700.00
Внедрение микросервисной архитектуры (POC),1435500.00,139,581600.00
Разработка системы аналитики,622000.00,56,243800.00
Оптимизация системы аутентификации (POC),52500.00,4,19900.00
Сопровождение сети доставки контента под ключ,23000.00,2,9700.00
Аудит корпоративного портала,293500.00,32,137000.00
Проектирование веб-приложения с нуля,681500.00,66,285300.00
Тестирование базы данных на основе существующего решения,334500.00,25,95600.00
Тестирование сети доставки контента на основе существующего решения,115000.00,12,43000.00
Оптимизация сети доставки контента под ключ,275000.00,28,107100.00
Развёртывание мобильного приложения (SaaS),72500.00,8,22700.00
Сопровождение панели администратора под ключ,98000.00,12,36000.00
Внедрение базы данных на основе существующего решения,1120000.00,104,383000.00
Сопровождение системы аналитики (POC),143000.00,16,52900.00
Развёртывание системы резервного копирования (SaaS),287500.00,24,72400.00
Консультация мобильного приложения (POC),58000.00,5,19200.00
Настройка микросервисной архитектуры с нуля,25500.00,2,12000.00
Тестирование корпоративного портала на основе существующего решения,83500.00,7,25000.00
Оптимизация нагрузочного тестирования (SaaS),90000.00,8,44500.00
Разработка корпоративного портала (SaaS),1709500.00,167,784000.00
Разработка CRM-системы (SaaS),1581000.00,149,450600.00
Аудит CRM-системы (MVP),113000.00,10,48100.00
Тестирование системы аналитики на основе существующего решения,38500.00,4,14000.00
Сопровождение сети доставки контента (SaaS),17500.00,1,7200.00
Сопровождение ERP-системы (SaaS),127500.00,12,49600.00
Проектирование системы резервного копирования (POC),73500.00,7,31600.00
Миграция веб-приложения,398500.00,28,104800.00
Проектирование нагрузочного тестирования (Enterprise),332500.00,27,97900.00
Развёртывание микросервисной архитектуры на основе существующего решения,532000.00,69,157200.00
Разработка базы данных,725000.00,52,226500.00
Консультация микросервисной архитектуры,54500.00,4,23500.00
Интеграция панели администратора под ключ,1135000.00,145,376300.00
Оптимизация облачной инфраструктуры (Enterprise),270000.00,24,129200.00
Миграция системы аналитики,51000.00,6,20800.00
Тестирование системы мониторинга на основе существующего решения,117500.00,10,29600.00
Настройка веб-приложения под ключ,112500.00,13,42400.00
Настройка API-сервиса (POC),117500.00,10,53500.00
Оптимизация базы данных,82500.00,8,33100.00
Тестирование панели администратора под ключ,281000.00,34,111100.00
Консультация чат-бота (Enterprise),55500.00,4,22100.00
Развёртывание системы аутентификации,193000.00,21,83200.00
Тестирование чат-бота под ключ,364000.00,40,128600.00
Разработка системы мониторинга под ключ,134000.00,10,66600.00
Миграция платёжного модуля на основе существующего решения,759000.00,81,286100.00
Проектирование ERP-системы (POC),538000.00,68,202600.00
Консультация системы мониторинга под ключ,12500.00,1,6200.00
Тестирование ERP-системы под ключ,120500.00,12,39700.00
Внедрение платёжного модуля (POC),970500.00,74,330200.00
Тестирование системы аутентификации (POC),289500.00,24,75000.00
Консультация системы управления задачами под ключ,65000.00,5,20300.00
Разработка микросервисной архитектуры (POC),1370000.00,101,652300.00
Проектирование системы аналитики под ключ,650000.00,50,188200.00
Миграция системы резервного копирования (MVP),670000.00,58,289900.00
Миграция базы данных (Enterprise),263500.00,27,106100.00
Разработка CRM-системы,743000.00,63,349700.00
Миграция чат-бота с нуля,444500.00,48,173800.00
Внедрение облачной инфраструктуры (Enterprise),295000.00,35,88000.00
Внедрение системы аутентификации на основе существующего решения,974000.00,106,456500.00
Аудит мобильного приложения под ключ,214500.00,18,61800.00
Тестирование ERP-системы на основе существующего решения,32500.00,3,9900.00
Настройка базы данных с нуля,86000.00,8,29100.00
Миграция микросервисной архитектуры (POC),467000.00,48,141700.00
Интеграция корпоративного портала с нуля,636000.00,70,171200.00
Аудит чат-бота под ключ,285000.00,27,135100.00
Настройка чат-бота на основе существующего решения,173500.00,20,74700.00
Тестирование чат-бота на основе существующего решения,127500.00,16,46500.00
Консультация CRM-системы (SaaS),42000.00,5,16600.00
Проектирование системы аналитики (POC),371000.00,43,157400.00
Интеграция системы мониторинга под ключ,584000.00,42,282300.00
Сопровождение системы резервного копирования на основе существующего решения,33500.00,3,9900.00
Сопровождение мобильного приложения под ключ,113500.00,13,50400.00
Проектирование ERP-системы на основе существующего решения,457500.00,49,152800.00
Миграция системы аналитики (Enterprise),382500.00,45,139900.00
Аудит ERP-системы (SaaS),92000.00,7,42400.00
Интеграция системы резервного копирования под ключ,333500.00,43,116800.00
Интеграция панели администратора (SaaS),321500.00,35,154800.00
Миграция системы резервного копирования (POC),786000.00,87,273000.00
Аудит облачной инфраструктуры на основе существующего решения,184500.00,21,48300.00
Проектирование ERP-системы (Enterprise),242000.00,18,95400.00
Консультация мобильного приложения (Enterprise),72500.00,6,23400.00
Консультация системы управления задачами на основе существующего решения,76500.00,7,33700.00
Аудит корпоративного портала под ключ,153500.00,15,63200.00
Оптимизация API-сервиса (MVP),366500.00,32,101100.00
Проектирование микросервисной архитектуры,32500.00,4,13200.00
Интеграция платёжного модуля с нуля,1040500.00,109,413500.00
Консультация системы резервного копирования (POC),7000.00,1,3100.00
Развёртывание системы аутентификации,165000.00,18,82000.00
Разработка сети доставки контента (Enterprise),1435500.00,104,683200.00
Консультация мобильного приложения (POC),54500.00,5,17900.00
Консультация облачной инфраструктуры на основе существующего решения,43000.00,5,16900.00
Консультация базы данных под ключ,13500.00,1,4800.00
Сопровождение платёжного модуля на основе существующего решения,134500.00,16,39500.00
Оптимизация мобильного приложения (POC),446500.00,47,197700.00
Развёртывание сети доставки контента на основе существующего решения,510000.00,56,160900.00
Внедрение облачной инфраструктуры (MVP),1096500.00,134,373100.00
Проектирование платёжного модуля (SaaS),668500.00,54,298700.00
Внедрение ERP-системы (Enterprise),508000.00,46,245500.00
Аудит ERP-системы на основе существующего решения,78000.00,9,21800.00
Интеграция мобильного приложения (Enterprise),309000.00,24,89900.00
Настройка API-сервиса на основе существующего решения,93000.00,8,40100.00
Миграция нагрузочного тестирования (POC),842500.00,69,359100.00
Настройка системы резервного копирования (Enterprise),28500.00,2,10800.00
Разработка системы управления задачами (SaaS),1105500.00,78,525400.00
Внедрение платёжного модуля с нуля,1223500.00,94,453800.00
Консультация панели администратора под ключ,30000.00,4,12800.00
Тестирование микросервисной архитектуры (POC),226000.00,18,103200.00
Внедрение чат-бота (MVP),773000.00,74,206500.00
Интеграция API-сервиса с нуля,1149000.00,130,365100.00
Развёртывание системы резервного копирования (Enterprise),498000.00,39,176900.00
Миграция корпоративного портала (POC),765500.00,97,328400.00
Аудит платёжного модуля (Enterprise),58000.00,6,18500.00
Развёртывание панели администратора (Enterprise),233500.00,29,70300.00
Сопровождение сети доставки контента под ключ,129000.00,13,34700.00
Миграция облачной инфраструктуры,862500.00,61,258900.00
Миграция ERP-системы,558500.00,42,273800.00
Настройка корпоративного портала на основе существующего решения,179000.00,21,88000.00
Интеграция DevOps-пайплайна,188000.00,18,48600.00
Развёртывание корпоративного портала,321000.00,36,95900.00
Аудит API-сервиса с нуля,178000.00,13,81300.00
Разработка сети доставки контента (SaaS),1967500.00,245,530700.00
Настройка системы мониторинга (SaaS),158000.00,14,67200.00
Тестирование системы мониторинга (MVP),200000.00,22,56800.00
Интеграция веб-приложения (SaaS),1053500.00,130,387900.00
Проектирование ERP-системы на основе существующего решения,684000.00,84,302600.00
Развёртывание нагрузочного тестирования (MVP),454500.00,41,169000.00
Тестирование облачной инфраструктуры (MVP),328500.00,27,131500.00
Консультация чат-бота (POC),53000.00,5,23200.00
Аудит мобильного приложения с нуля,112000.00,10,44800.00
Миграция ERP-системы под ключ,527500.00,52,249900.00
Проектирование корпоративного портала (POC),373000.00,44,125600.00
Миграция системы управления задачами под ключ,122000.00,12,47400.00
Консультация панели администратора под ключ,76000.00,8,34400.00
Оптимизация чат-бота под ключ,430000.00,32,162500.00
Проектирование системы управления задачами (Enterprise),519000.00,43,148400.00
Сопровождение CRM-системы,87000.00,8,22900.00
Аудит системы аналитики (POC),140500.00,12,65100.00
Внедрение сети доставки контента (SaaS),337000.00,37,102500.00
Внедрение платёжного модуля под ключ,435000.00,32,177500.00
Консультация ERP-системы под ключ,64000.00,6,27900.00
Тестирование корпоративного портала на основе существующего решения,240500.00,17,113200.00
Аудит API-сервиса (MVP),159500.00,12,76000.00
Консультация панели администратора с нуля,71500.00,7,31900.00
Тестирование системы аналитики под ключ,348000.00,30,156400.00
Оптимизация API-сервиса (Enterprise),417000.00,52,115000.00
Интеграция CRM-системы,1181500.00,124,438000.00
Аудит панели администратора (POC),156000.00,19,49000.00
Миграция микросервисной архитектуры,529500.00,39,181700.00
Интеграция API-сервиса (SaaS),698000.00,69,228100.00
Проектирование системы управления задачами с нуля,96000.00,10,40000.00
Внедрение панели администратора под ключ,433500.00,40,195800.00
Сопровождение корпоративного портала (Enterprise),59500.00,6,29400.00
Оптимизация панели администратора (SaaS),238000.00,17,74900.00
Настройка панели администратора (MVP),109500.00,13,28400.00
Интеграция CRM-системы,159000.00,16,64700.00
Сопровождение облачной инфраструктуры (POC),138000.00,17,49100.00
Настройка чат-бота (POC),124000.00,10,52500.00
Аудит панели администратора под ключ,172000.00,16,57000.00
Оптимизация системы аналитики (POC),131000.00,11,38000.00
Настройка корпоративного портала под ключ,77000.00,8,30100.00
Консультация чат-бота (MVP),39500.00,4,13100.00
Развёртывание сети доставки контента (SaaS),504000.00,53,204500.00
Аудит CRM-системы на основе существующего решения,260000.00,32,122100.00
Разработка ERP-системы (POC),903500.00,114,229300.00
Аудит микросервисной архитектуры (MVP),146000.00,11,43800.00
Настройка API-сервиса (Enterprise),104500.00,9,46500.00
Тестирование CRM-системы (POC),231000.00,21,96300.00
Внедрение чат-бота (POC),872000.00,74,435300.00
Тестирование системы мониторинга (MVP),54500.00,5,23100.00
Разработка чат-бота на основе существующего решения,1831500.00,163,520300.00
Сопровождение облачной инфраструктуры (MVP),146000.00,12,62900.00
Настройка чат-бота с нуля,44000.00,4,13400.00
Внедрение сети доставки контента (Enterprise),601000.00,60,155100.00
Миграция сети доставки контента (POC),172000.00,13,73700.00
Тестирование микросервисной архитектуры (Enterprise),321500.00,32,94800.00
Внедрение API-сервиса на основе существующего решения,767500.00,56,273000.00
Оптимизация корпоративного портала с нуля,122000.00,12,45600.00
Проектирование системы аутентификации,554500.00,39,223300.00
Настройка микросервисной архитектуры,107500.00,13,45000.00
Консультация системы аналитики на основе существующего решения,79000.00,9,20100.00
Консультация сети доставки контента (SaaS),44000.00,5,16800.00
Сопровождение веб-приложения с нуля,29000.00,2,14200.00
Внедрение корпоративного портала на основе существующего решения,893500.00,84,261000.00
Развёртывание системы мониторинга под ключ,244000.00,29,73900.00
Тестирование системы управления задачами на основе существующего решения,56500.00,5,21900.00
Аудит системы аутентификации (POC),53000.00,4,24000.00
Внедрение системы аналитики под ключ,1228000.00,137,427900.00
Оптимизация сети доставки контента,452500.00,42,146500.00
Миграция нагрузочного тестирования на основе существующего решения,253000.00,27,105000.00
Интеграция нагрузочного тестирования (Enterprise),928000.00,112,269300.00
Сопровождение системы управления задачами,61500.00,4,29700.00
Сопровождение системы резервного копирования (POC),143500.00,14,43800.00
Проектирование чат-бота (Enterprise),236500.00,28,100300.00
Миграция панели администратора под ключ,367500.00,26,123900.00
Консультация CRM-системы с нуля,44500.00,6,18000.00
Аудит ERP-системы под ключ,286500.00,24,134900.00
Аудит мобильного приложения (MVP),81500.00,9,26000.00
Внедрение чат-бота,336000.00,37,85000.00
Развёртывание ERP-системы,524500.00,60,176800.00
Миграция веб-приложения (MVP),769500.00,72,319500.00
Миграция мобильного приложения на основе существующего решения,67000.00,6,24300.00
Оптимизация облачной инфраструктуры (SaaS),195000.00,15,80500.00
Миграция мобильного приложения с нуля,169000.00,16,63400.00
Разработка CRM-системы с нуля,1186000.00,91,441000.00
Настройка микросервисной архитектуры (POC),131500.00,9,64100.00
Тестирование мобильного приложения (POC),64000.00,8,16900.00
Оптимизация платёжного модуля (MVP),311000.00,25,117000.00
Настройка базы данных (SaaS),46000.00,4,17600.00
Внедрение облачной инфраструктуры,696000.00,57,304900.00
Консультация веб-приложения (Enterprise),13500.00,1,5800.00
Оптимизация системы резервного копирования,385000.00,48,124800.00
Интеграция системы аутентификации (POC),1155500.00,127,308200.00
Аудит DevOps-пайплайна под ключ,272500.00,23,136100.00
Миграция облачной инфраструктуры,91000.00,7,36200.00
Развёртывание системы мониторинга под ключ,43500.00,5,18400.00
Настройка мобильного приложения с нуля,20500.00,2,9800.00
Проектирование сети доставки контента,208000.00,15,71300.00
Настройка микросервисной архитектуры на основе существующего решения,98500.00,9,47600.00
Разработка системы аналитики,1046500.00,91,499300.00
Сопровождение облачной инфраструктуры с нуля,34500.00,4,16200.00
Внедрение мобильного приложения (POC),387000.00,49,189300.00
Аудит ERP-системы с нуля,106000.00,8,43100.00
Аудит CRM-системы с нуля,160500.00,16,72300.00
Разработка системы аутентификации (POC),179000.00,21,71400.00
Разработка микросервисной архитектуры с нуля,1654500.00,211,463700.00
Миграция облачной инфраструктуры с нуля,808000.00,90,385100.00
Сопровождение корпоративного портала (MVP),17000.00,1,7600.00
Аудит CRM-системы с нуля,156500.00,16,52800.00
Тестирование системы резервного копирования с нуля,218500.00,16,103100.00
Сопровождение корпоративного портала на основе существующего решения,144000.00,12,51000.00
Настройка корпоративного портала (SaaS),89000.00,9,41300.00
Миграция корпоративного портала (POC),106500.00,11,52700.00
Аудит системы аутентификации с нуля,215500.00,21,92300.00
Разработка панели администратора на основе существующего решения,1489500.00,149,394100.00
Настройка системы мониторинга под ключ,168000.00,16,57400.00
Сопровождение системы аутентификации,83000.00,11,32900.00
Настройка панели администратора на основе существующего решения,70000.00,9,29400.00
Проектирование чат-бота (MVP),705500.00,86,312500.00
Разработка системы аутентификации (Enterprise),1644000.00,170,511200.00
Оптимизация системы управления задачами (Enterprise),187500.00,18,82100.00
Консультация облачной инфраструктуры,43000.00,4,12800.00
Тестирование мобильного приложения на основе существующего решения,185500.00,18,67400.00
Аудит облачной инфраструктуры под ключ,254500.00,32,104500.00
Консультация системы резервного копирования,7500.00,1,1900.00
Сопровождение корпоративного портала,50000.00,4,17500.00
Аудит веб-приложения (SaaS),103500.00,12,50100.00
Аудит API-сервиса (SaaS),61500.00,6,27100.00
Оптимизация системы управления задачами под ключ,371500.00,33,135000.00
Интеграция нагрузочного тестирования (Enterprise),64500.00,8,26900.00
Внедрение ERP-системы под ключ,1256000.00,106,483400.00
Развёртывание панели администратора (Enterprise),181000.00,15,56900.00
Проектирование сети доставки контента (MVP),593000.00,64,238700.00
Настройка DevOps-пайплайна,107500.00,11,32200.00
Проектирование CRM-системы на основе существующего решения,703000.00,61,296900.00
Разработка ERP-системы (MVP),1587500.00,172,459600.00
Интеграция базы данных (MVP),481500.00,40,169200.00
Оптимизация системы управления задачами под ключ,460000.00,46,155500.00
Внедрение панели администратора на основе существующего решения,290500.00,34,98000.00
Аудит мобильного приложения (MVP),230500.00,17,91100.00
Внедрение DevOps-пайплайна под ключ,334500.00,35,127400.00
Разработка веб-приложения (POC),1277000.00,135,629200.00
Тестирование мобильного приложения (Enterprise),255500.00,31,119000.00
Тестирование системы резервного копирования (SaaS),398500.00,34,150600.00
Консультация облачной инфраструктуры,39000.00,3,16000.00
Настройка веб-приложения (Enterprise),149000.00,19,61900.00
Внедрение мобильного приложения на основе существующего решения,913000.00,85,369500.00
Разработка системы управления задачами (SaaS),1122000.00,93,352400.00
Проектирование микросервисной архитектуры (MVP),300000.00,38,117100.00
Сопровождение чат-бота (POC),47500.00,4,12700.00
Развёртывание CRM-системы на основе существующего решения,57000.00,7,27400.00
Настройка мобильного приложения (Enterprise),171500.00,14,54700.00
Аудит облачной инфраструктуры (MVP),235500.00,20,72900.00
Миграция чат-бота,646000.00,57,168900.00
Оптимизация системы резервного копирования на основе существующего решения,308500.00,28,98100.00
Интеграция микросервисной архитектуры (Enterprise),390500.00,44,106400.00
Сопровождение веб-приложения с нуля,20500.00,3,9400.00
Интеграция облачной инфраструктуры (POC),102500.00,13,39900.00
Внедрение веб-приложения под ключ,284000.00,28,132400.00
Консультация базы данных (POC),6500.00,1,2600.00
Консультация веб-приложения,73000.00,6,35800.00
Сопровождение веб-приложения,56000.00,5,16600.00
Разработка микросервисной архитектуры (SaaS),883500.00,66,357100.00
Разработка облачной инфраструктуры с нуля,1518500.00,121,440900.00
Консультация корпоративного портала,66500.00,6,20100.00
Развёртывание мобильного приложения,103500.00,10,36400.00
Интеграция платёжного модуля под ключ,1095500.00,87,521700.00
Настройка корпоративного портала (Enterprise),90500.00,11,38800.00
Интеграция мобильного приложения,893500.00,88,363400.00
Настройка CRM-системы с нуля,188000.00,17,54900.00
Консультация CRM-системы (MVP),76500.00,8,24700.00
Сопровождение системы аналитики с нуля,40000.00,3,11100.00
Миграция веб-приложения на основе существующего решения,751500.00,95,309900.00
Оптимизация системы мониторинга,435000.00,39,155500.00
Тестирование нагрузочного тестирования (SaaS),126500.00,11,40700.00
Миграция панели администратора (Enterprise),753500.00,53,225400.00
Тестирование API-сервиса,47500.00,4,13300.00
Проектирование базы данных (MVP),318000.00,34,154300.00
Проектирование мобильного приложения на основе существующего решения,409000.00,50,143700.00
Миграция системы резервного копирования (SaaS),514000.00,56,170200.00
Сопровождение системы аналитики на основе существующего решения,103500.00,9,51600.00
Настройка мобильного приложения (Enterprise),31000.00,2,12500.00
Миграция нагрузочного тестирования,57500.00,6,27500.00
Проектирование системы мониторинга (POC),716000.00,88,306400.00
Настройка DevOps-пайплайна (SaaS),28000.00,3,8300.00
Консультация корпоративного портала под ключ,42500.00,4,17100.00
Сопровождение веб-приложения (Enterprise),149500.00,16,72600.00
Консультация DevOps-пайплайна (SaaS),54000.00,4,21900.00
Настройка CRM-системы (POC),156000.00,17,54900.00
Разработка веб-приложения (SaaS),129500.00,12,59100.00
Консультация системы мониторинга (MVP),72000.00,8,29100.00
Настройка мобильного приложения (Enterprise),142500.00,17,38900.00
Консультация облачной инфраструктуры (MVP),25000.00,2,9400.00
Аудит нагрузочного тестирования (MVP),148500.00,15,37700.00
Аудит системы мониторинга (SaaS),140500.00,16,62200.00
Проектирование платёжного модуля с нуля,324000.00,40,152800.00
Проектирование облачной инфраструктуры (SaaS),560500.00,59,185900.00
Сопровождение сети доставки контента с нуля,46500.00,5,22800.00
Сопровождение системы мониторинга на основе существующего решения,70500.00,8,23400.00
Аудит системы аутентификации на основе существующего решения,204500.00,23,60500.00
Аудит корпоративного портала,292000.00,36,126500.00
Разработка API-сервиса (Enterprise),390500.00,37,158600.00
Интеграция системы резервного копирования (POC),1088000.00,131,505300.00
Интеграция облачной инфраструктуры (Enterprise),871500.00,62,221300.00
Разработка чат-бота с нуля,758000.00,88,326200.00
Аудит корпоративного портала на основе существующего решения,110000.00,12,45700.00
Сопровождение системы мониторинга,136500.00,15,58100.00
Интеграция базы данных (POC),445000.00,33,201200.00
Оптимизация веб-приложения (SaaS),415000.00,39,112500.00
Аудит корпоративного портала на основе существующего решения,110500.00,9,46900.00
Сопровождение DevOps-пайплайна (MVP),88000.00,9,33100.00
Тестирование чат-бота,56000.00,6,27600.00
Развёртывание корпоративного портала,264000.00,27,123800.00
Настройка микросервисной архитектуры под ключ,80500.00,9,33500.00
Оптимизация нагрузочного тестирования (POC),393500.00,41,133700.00
Настройка системы управления задачами под ключ,34000.00,4,10200.00
Разработка DevOps-пайплайна под ключ,1603500.00,142,524400.00
Проектирование системы управления задачами (POC),557500.00,57,196000.00
Проектирование веб-приложения с нуля,242000.00,22,93100.00
Проектирование чат-бота (POC),210000.00,15,65400.00
Аудит платёжного модуля (SaaS),59000.00,7,28700.00
Сопровождение платёжного модуля (Enterprise),36000.00,4,17900.00
Проектирование системы аутентификации (Enterprise),436500.00,44,116900.00
Миграция корпоративного портала под ключ,810000.00,70,350700.00
Интеграция облачной инфраструктуры (Enterprise),270500.00,21,91100.00
Оптимизация базы данных на основе существующего решения,185500.00,24,90600.00
Тестирование системы резервного копирования (Enterprise),197000.00,24,60200.00
Оптимизация панели администратора под ключ,194500.00,23,69600.00
Сопровождение платёжного модуля (POC),59500.00,5,15900.00
Интеграция ERP-системы (MVP),685500.00,71,198400.00
Сопровождение мобильного приложения с нуля,12000.00,1,4900.00
Разработка CRM-системы (MVP),1095000.00,94,492900.00
Разработка системы резервного копирования с нуля,590500.00,61,250800.00
Аудит веб-приложения (Enterprise),153500.00,14,54100.00
Разработка корпоративного портала (SaaS),1767000.00,163,828300.00
Сопровождение ERP-системы под ключ,51000.00,4,25000.00
Тестирование системы аутентификации (MVP),34500.00,4,13800.00
Аудит CRM-системы (Enterprise),180000.00,21,89500.00
Консультация системы резервного копирования,53000.00,6,16100.00
Тестирование системы управления задачами (Enterprise),314500.00,29,150100.00
Развёртывание ERP-системы (POC),384000.00,28,181600.00
Внедрение чат-бота (Enterprise),581500.00,72,170600.00
Аудит корпоративного портала,134000.00,10,56000.00
Внедрение системы аутентификации под ключ,1099500.00,138,485600.00
Сопровождение микросервисной архитектуры на основе существующего решения,42000.00,5,17000.00
Консультация нагрузочного тестирования с нуля,49500.00,6,14000.00
Настройка системы резервного копирования,10500.00,1,5000.00
Развёртывание CRM-системы (POC),542500.00,58,240800.00
Консультация системы резервного копирования под ключ,65500.00,8,31600.00
Внедрение ERP-системы под ключ,583000.00,51,264300.00
Оптимизация микросервисной архитектуры с нуля,230000.00,27,71900.00
Разработка DevOps-пайплайна (POC),521000.00,44,160800.00
Аудит панели администратора под ключ,253000.00,24,125900.00
Аудит микросервисной архитектуры,263000.00,26,102600.00
Аудит ERP-системы (SaaS),42000.00,5,19600.00
Тестирование системы аналитики (SaaS),189500.00,21,68600.00
Тестирование веб-приложения на основе существующего решения,375000.00,43,141600.00
Интеграция базы данных (SaaS),853000.00,62,299800.00
Внедрение веб-приложения на основе существующего решения,581500.00,63,181600.00
Проектирование чат-бота (MVP),441000.00,56,171500.00
Разработка чат-бота на основе существующего решения,1544000.00,170,565900.00
Внедрение системы резервного копирования (SaaS),1279000.00,135,577700.00
Аудит корпоративного портала на основе существующего решения,204500.00,23,65500.00
Настройка системы аутентификации (POC),40500.00,4,15700.00
