name,cost,duration_days,prepayment
Проектирование системы аналитики под ключ,665500.00,54,173600.00
Проектирование панели администратора (SaaS),724500.00,73,300300.00
Миграция ERP-системы (Enterprise),199000.00,23,82000.00
Проектирование системы управления задачами на основе существующего решения,469500.00,39,127800.00
Сопровождение ERP-системы (POC),116500.00,9,33600.00
Развёртывание сети доставки контента (POC),359000.00,33,98200.00
Миграция CRM-системы (Enterprise),564500.00,58,240700.00
Развёртывание мобильного приложения под ключ,300500.00,22,127000.00
Настройка сети доставки контента под ключ,29000.00,3,11000.00
Консультация системы аналитики под ключ,71000.00,9,35200.00
Тестирование мобильного приложения (SaaS),281500.00,28,125600.00
Настройка веб-приложения под ключ,62500.00,6,19900.00
Тестирование панели администратора (SaaS),294000.00,35,126900.00
Консультация CRM-системы,77500.00,9,24000.00
Аудит CRM-системы (Enterprise),290000.00,37,104100.00
Оптимизация системы резервного копирования (Enterprise),125000.00,10,42900.00
Аудит панели администратора,274000.00,31,71600.00
Аудит сети доставки контента (SaaS),21500.00,2,6700.00
Развёртывание CRM-системы на основе существующего решения,567500.00,59,231400.00
Проектирование платёжного модуля с нуля,771500.00,84,284300.00
Сопровождение сети доставки контента (POC),84500.00,6,33400.00
Настройка системы аналитики с нуля,29500.00,2,14200.00
Разработка веб-приложения (Enterprise),1277500.00,100,598900.00
Интеграция системы управления задачами под ключ,214000.00,22,86700.00
Развёртывание сети доставки контента (MVP),546500.00,50,137900.00
Развёртывание ERP-системы (POC),373000.00,45,133600.00
Миграция ERP-системы с нуля,677500.00,69,336200.00
Интеграция чат-бота (Enterprise),709500.00,81,338000.00
Аудит системы резервного копирования (Enterprise),242500.00,23,97500.00
Миграция DevOps-пайплайна под ключ,516000.00,57,161000.00
Оптимизация системы управления задачами (POC),247000.00,31,110200.00
Проектирование системы аналитики (MVP),371000.00,34,97300.00
Внедрение базы данных (Enterprise),567000.00,40,220900.00
Настройка DevOps-пайплайна,193500.00,15,80300.00
Тестирование API-сервиса под ключ,208500.00,17,97200.00
Тестирование системы мониторинга на основе существующего решения,147500.00,14,53300.00
Внедрение нагрузочного тестирования с нуля,1148000.00,119,518400.00
Разработка корпоративного портала под ключ,691000.00,89,288800.00
Сопровождение веб-приложения (Enterprise),46500.00,4,22100.00
Внедрение базы данных (MVP),727000.00,92,300300.00
Разработка CRM-системы (MVP),198000.00,23,86700.00
Консультация чат-бота с нуля,37500.00,5,10500.00
Разработка чат-бота на основе существующего решения,1741500.00,135,625400.00
Тестирование платёжного модуля (Enterprise),271500.00,25,78300.00
Консультация нагрузочного тестирования (POC),35500.00,4,16100.00
Интеграция облачной инфраструктуры под ключ,667000.00,86,241600.00
Настройка системы аутентификации (SaaS),176000.00,16,84600.00
Консультация сети доставки контента (POC),76500.00,6,22200.00
Развёртывание чат-бота с нуля,110500.00,12,44500.00
Разработка системы аутентификации (Enterprise),1042000.00,113,275300.00
Интеграция системы резервного копирования,171500.00,19,61900.00
Миграция нагрузочного тестирования под ключ,297000.00,29,146800.00
Разработка ERP-системы с нуля,1290500.00,99,355800.00
Миграция сети доставки контента на основе существующего решения,655000.00,61,280600.00
Тестирование DevOps-пайплайна,211000.00,26,66500.00
Развёртывание API-сервиса с нуля,160500.00,16,70200.00
Миграция DevOps-пайплайна (MVP),407500.00,46,117200.00
Миграция сети доставки контента (POC),468500.00,40,172300.00
Интеграция системы мониторинга (POC),892500.00,74,385100.00
Миграция веб-приложения на основе существующего решения,806000.00,85,288700.00
Проектирование системы мониторинга,213000.00,25,70200.00
Аудит системы аутентификации (MVP),120500.00,13,55500.00
Настройка чат-бота на основе существующего решения,115000.00,13,51000.00
Тестирование микросервисной архитектуры,132000.00,14,59600.00
Сопровождение веб-приложения (MVP),119500.00,10,41500.00
Миграция облачной инфраструктуры с нуля,509000.00,62,240500.00
Внедрение панели администратора (Enterprise),459000.00,51,124900.00
Внедрение ERP-системы (Enterprise),1063000.00,91,433000.00
Внедрение DevOps-пайплайна под ключ,1129000.00,134,335300.00
Миграция чат-бота (Enterprise),446500.00,38,168300.00
Сопровождение чат-бота с нуля,71000.00,7,19300.00
Настройка базы данных,137000.00,12,50400.00
Миграция базы данных (MVP),412500.00,52,182100.00
Проектирование чат-бота под ключ,435000.00,36,165500.00
Интеграция нагрузочного тестирования на основе существующего решения,63500.00,5,20300.00
Сопровождение облачной инфраструктуры на основе существующего решения,66500.00,6,27000.00
Оптимизация системы аутентификации (POC),25500.00,3,11300.00
Тестирование корпоративного портала (MVP),86500.00,7,33700.00
Сопровождение системы управления задачами,122500.00,15,47900.00
Миграция DevOps-пайплайна (POC),858500.00,108,416000.00
Оптимизация DevOps-пайплайна (MVP),331500.00,38,114200.00
Оптимизация системы управления задачами под ключ,377500.00,32,176200.00
Настройка системы мониторинга (SaaS),182000.00,15,67500.00
Тестирование сети доставки контента (SaaS),97000.00,11,47100.00
Оптимизация корпоративного портала,235000.00,27,84700.00
Развёртывание DevOps-пайплайна под ключ,49000.00,4,21800.00
Интеграция корпоративного портала (POC),951500.00,76,418400.00
Разработка веб-приложения под ключ,478000.00,38,149400.00
Проектирование системы аутентификации на основе существующего решения,771500.00,56,204400.00
Интеграция DevOps-пайплайна (Enterprise),665000.00,63,222700.00
Внедрение DevOps-пайплайна (Enterprise),857500.00,106,399600.00
Консультация мобильного приложения (POC),65500.00,5,17400.00
Миграция мобильного приложения (MVP),826000.00,94,220400.00
Миграция ERP-системы (MVP),40000.00,3,17600.00
Настройка мобильного приложения (MVP),98500.00,10,43600.00
Миграция базы данных,782500.00,101,381500.00
Консультация мобильного приложения (POC),43000.00,5,16500.00
Тестирование API-сервиса (MVP),225500.00,25,74900.00
Миграция API-сервиса (MVP),132500.00,11,33100.00
Внедрение системы аналитики (SaaS),635000.00,80,269900.00
Проектирование API-сервиса (MVP),313500.00,38,119000.00
Проектирование системы управления задачами (Enterprise),380500.00,29,134500.00
Интеграция системы резервного копирования на основе существующего решения,398500.00,37,161000.00
Сопровождение мобильного приложения с нуля,93500.00,11,23800.00
Сопровождение облачной инфраструктуры,16500.00,1,4500.00
Аудит DevOps-пайплайна с нуля,224000.00,21,106400.00
Тестирование облачной инфраструктуры (POC),62500.00,5,21900.00
Аудит корпоративного портала,122500.00,10,41000.00
Интеграция микросервисной архитектуры с нуля,687000.00,62,297200.00
Интеграция базы данных (SaaS),491500.00,43,203200.00
Внедрение корпоративного портала на основе существующего решения,792500.00,82,245100.00
Консультация чат-бота (MVP),30000.00,2,14000.00
Оптимизация системы управления задачами (SaaS),470000.00,40,197600.00
Миграция системы управления задачами (POC),885500.00,81,252500.00
Сопровождение системы мониторинга (Enterprise),150000.00,17,70400.00
Интеграция системы мониторинга (POC),818500.00,73,298800.00
Тестирование панели администратора,107500.00,11,48800.00
Аудит системы аутентификации под ключ,163000.00,14,51900.00
Оптимизация веб-приложения,377000.00,47,176800.00
Интеграция системы резервного копирования (SaaS),242500.00,28,117700.00
Настройка веб-приложения,197500.00,16,59700.00
Внедрение DevOps-пайплайна (MVP),194000.00,18,61700.00
Проектирование DevOps-пайплайна,379000.00,39,119100.00
Оптимизация API-сервиса (SaaS),370000.00,26,126200.00
Развёртывание системы аутентификации под ключ,566500.00,47,181300.00
Проектирование API-сервиса (POC),735500.00,63,366200.00
Аудит сети доставки контента (SaaS),102500.00,8,44700.00
Развёртывание микросервисной архитектуры на основе существующего решения,447500.00,36,136100.00
Консультация системы мониторинга на основе существующего решения,56000.00,6,23500.00
Сопровождение системы аутентификации (Enterprise),125000.00,10,59500.00
Развёртывание базы данных с нуля,168500.00,18,82200.00
Развёртывание системы аутентификации на основе существующего решения,353500.00,40,127400.00
Проектирование CRM-системы под ключ,774500.00,71,371800.00
Внедрение CRM-системы (Enterprise),1050500.00,87,379100.00
Проектирование базы данных (Enterprise),166500.00,21,55000.00
Аудит системы аутентификации на основе существующего решения,248500.00,31,88800.00
Разработка корпоративного портала с нуля,1839000.00,237,542700.00
Разработка ERP-системы (Enterprise),963000.00,122,470600.00
Развёртывание DevOps-пайплайна (Enterprise),166000.00,14,54100.00
Аудит API-сервиса (Enterprise),52500.00,7,14700.00
Разработка CRM-системы с нуля,986000.00,126,439700.00
Аудит мобильного приложения (Enterprise),46000.00,5,16900.00
Миграция системы управления задачами,596000.00,47,157200.00
Настройка ERP-системы,124000.00,9,39300.00
Консультация базы данных,75500.00,8,28900.00
Консультация панели администратора под ключ,40500.00,4,13200.00
Интеграция микросервисной архитектуры (Enterprise),1198000.00,145,356400.00
Разработка мобильного приложения (POC),85500.00,6,42600.00
Разработка системы мониторинга (POC),1343500.00,123,587300.00
Разработка CRM-системы (MVP),1951000.00,206,557400.00
Сопровождение облачной инфраструктуры (Enterprise),49000.00,6,13400.00
Тестирование системы аутентификации (MVP),150500.00,12,48500.00
Развёртывание сети доставки контента (SaaS),250000.00,23,63700.00
Консультация системы управления задачами (MVP),77000.00,10,24500.00
Консультация CRM-системы под ключ,7000.00,1,3500.00
Сопровождение облачной инфраструктуры (Enterprise),101500.00,12,29200.00
Аудит DevOps-пайплайна на основе существующего решения,212500.00,19,76700.00
Миграция системы мониторинга (POC),44000.00,6,21900.00
Консультация CRM-системы на основе существующего решения,50500.00,6,13700.00
Тестирование облачной инфраструктуры (Enterprise),256000.00,23,126300.00
Проектирование ERP-системы (SaaS),503500.00,51,138600.00
Настройка системы аналитики с нуля,136500.00,17,41700.00
Оптимизация микросервисной архитектуры на основе существующего решения,114000.00,14,41300.00
Сопровождение корпоративного портала (Enterprise),22500.00,2,5900.00
Проектирование системы аналитики под ключ,693000.00,50,280000.00
Интеграция базы данных (MVP),754000.00,70,334100.00
Интеграция облачной инфраструктуры,248000.00,26,75700.00
Аудит системы мониторинга с нуля,235500.00,27,84800.00
Проектирование системы аналитики,437000.00,37,116000.00
Развёртывание веб-приложения под ключ,407500.00,32,201300.00
Разработка базы данных (SaaS),1359500.00,164,639100.00
Аудит API-сервиса,261000.00,27,107200.00
Аудит платёжного модуля (SaaS),142000.00,17,36600.00
Проектирование нагрузочного тестирования с нуля,241500.00,18,80800.00
Внедрение системы резервного копирования (MVP),1335000.00,109,478300.00
Оптимизация корпоративного портала с нуля,45500.00,4,22300.00
Разработка системы мониторинга (POC),871000.00,81,382500.00
Проектирование чат-бота (SaaS),30000.00,3,8600.00
Тестирование системы аутентификации (SaaS),201000.00,16,86900.00
Разработка корпоративного портала (POC),1799500.00,216,731000.00
Сопровождение сети доставки контента на основе существующего решения,55500.00,6,22100.00
Внедрение мобильного приложения с нуля,985500.00,87,247200.00
Аудит нагрузочного тестирования (SaaS),209000.00,19,59100.00
Развёртывание панели администратора (Enterprise),173000.00,14,68700.00
Тестирование системы аналитики с нуля,378500.00,45,150200.00
Тестирование платёжного модуля (POC),24500.00,2,11100.00
Интеграция платёжного модуля (POC),564000.00,67,269800.00
Тестирование CRM-системы под ключ,362500.00,28,99500.00
Тестирование системы мониторинга (Enterprise),22000.00,2,9800.00
Миграция панели администратора,341500.00,41,105000.00
Консультация DevOps-пайплайна (POC),28000.00,3,12600.00
Аудит мобильного приложения (POC),214500.00,26,66200.00
Разработка корпоративного портала (POC),902500.00,108,374000.00
Миграция нагрузочного тестирования с нуля,635500.00,72,280800.00
Проектирование системы аналитики,465000.00,48,177900.00
Развёртывание панели администратора под ключ,204000.00,21,86600.00
Настройка чат-бота (POC),102500.00,10,49600.00
Консультация системы мониторинга под ключ,45000.00,3,15100.00
Миграция микросервисной архитектуры под ключ,592000.00,73,177600.00
Консультация системы аналитики с нуля,72500.00,7,21100.00
Настройка API-сервиса под ключ,118000.00,9,43700.00
Оптимизация сети доставки контента (MVP),277000.00,22,124200.00
Тестирование системы мониторинга с нуля,294500.00,36,91800.00
Внедрение мобильного приложения (SaaS),247500.00,32,99900.00
Тестирование веб-приложения с нуля,310500.00,31,90400.00
Миграция API-сервиса с нуля,233000.00,23,106600.00
Миграция системы аутентификации (POC),429000.00,48,186000.00
Оптимизация корпоративного портала (Enterprise),228000.00,27,79500.00
Консультация системы аутентификации (POC),13000.00,1,5500.00
Внедрение мобильного приложения (POC),1099500.00,121,411800.00
Миграция DevOps-пайплайна (Enterprise),119500.00,15,58200.00
Сопровождение API-сервиса с нуля,47000.00,5,23000.00
Настройка чат-бота (Enterprise),128000.00,15,48200.00
Развёртывание системы аналитики (MVP),57500.00,7,18300.00
Интеграция панели администратора,529500.00,39,239800.00
Миграция облачной инфраструктуры (Enterprise),814500.00,60,287500.00
Тестирование системы резервного копирования (SaaS),384000.00,36,110200.00
Оптимизация системы мониторинга (Enterprise),298000.00,31,111500.00
Разработка панели администратора (MVP),824500.00,80,208100.00
Проектирование микросервисной архитектуры с нуля,484500.00,56,145100.00
Внедрение DevOps-пайплайна (Enterprise),356500.00,28,148400.00
Аудит системы аналитики на основе существующего решения,75000.00,5,31500.00
Консультация облачной инфраструктуры (MVP),38500.00,3,14100.00
Разработка API-сервиса,1756000.00,163,535200.00
Оптимизация системы управления задачами с нуля,377000.00,33,114200.00
Интеграция системы аналитики (Enterprise),325000.00,41,94800.00
Тестирование платёжного модуля (POC),342000.00,40,113400.00
Разработка чат-бота на основе существующего решения,1562000.00,201,436200.00
Интеграция ERP-системы на основе существующего решения,1022500.00,117,356700.00
Проектирование микросервисной архитектуры с нуля,769500.00,67,257800.00
Интеграция микросервисной архитектуры на основе существующего решения,719500.00,80,292600.00
Развёртывание облачной инфраструктуры (MVP),190500.00,23,80000.00
Аудит нагрузочного тестирования с нуля,141000.00,11,69600.00
Тестирование панели администратора с нуля,272000.00,30,98500.00
Проектирование DevOps-пайплайна на основе существующего решения,719500.00,93,334700.00
Развёртывание системы резервного копирования (Enterprise),201500.00,22,62900.00
Консультация системы резервного копирования под ключ,50500.00,5,25000.00
Тестирование чат-бота (POC),88000.00,7,31400.00
Развёртывание нагрузочного тестирования,311500.00,40,151900.00
Настройка панели администратора (MVP),143500.00,14,41300.00
Миграция мобильного приложения,42000.00,3,11100.00
Настройка платёжного модуля (MVP),78000.00,10,22600.00
Разработка мобильного приложения (SaaS),755000.00,63,191500.00
Проектирование CRM-системы (MVP),325500.00,33,154600.00
Сопровождение нагрузочного тестирования на основе существующего решения,86500.00,6,40700.00
Миграция базы данных (SaaS),150500.00,15,37900.00
Сопровождение системы резервного копирования (SaaS),46500.00,4,13100.00
Консультация микросервисной архитектуры (Enterprise),19500.00,2,8100.00
Внедрение системы аутентификации (Enterprise),771500.00,94,293600.00
Внедрение системы резервного копирования под ключ,299500.00,33,105300.00
Оптимизация чат-бота с нуля,299000.00,37,99200.00
Консультация DevOps-пайплайна с нуля,32500.00,2,13800.00
Развёртывание DevOps-пайплайна с нуля,465000.00,35,192600.00
Аудит базы данных,61500.00,8,15900.00
Разработка корпоративного портала на основе существующего решения,845500.00,81,406500.00
Настройка API-сервиса на основе существующего решения,114500.00,9,33600.00
Разработка платёжного модуля (SaaS),702000.00,76,304200.00
Миграция ERP-системы (MVP),464500.00,38,140100.00
Настройка веб-приложения на основе существующего решения,42500.00,5,17800.00
Оптимизация системы аналитики с нуля,336500.00,40,86400.00
Развёртывание системы управления задачами на основе существующего решения,129500.00,13,44200.00
Оптимизация ERP-системы (MVP),482000.00,36,180900.00
Интеграция чат-бота под ключ,1186500.00,84,299500.00
Оптимизация корпоративного портала на основе существующего решения,379000.00,32,119800.00
Настройка API-сервиса (Enterprise),63000.00,7,22900.00
Развёртывание системы управления задачами под ключ,393000.00,51,142300.00
Разработка платёжного модуля (MVP),355500.00,27,124900.00
Проектирование сети доставки контента под ключ,305000.00,39,122300.00
Развёртывание системы аналитики (Enterprise),503500.00,57,170800.00
Тестирование чат-бота (POC),249000.00,23,103800.00
Оптимизация системы управления задачами,32500.00,4,8500.00
Миграция системы мониторинга (SaaS),816500.00,87,392700.00
Консультация микросервисной архитектуры (MVP),49500.00,4,19200.00
Разработка микросервисной архитектуры на основе существующего решения,103500.00,12,35600.00
Консультация системы резервного копирования (SaaS),27500.00,3,12200.00
Внедрение чат-бота (Enterprise),1343500.00,136,546300.00
Консультация CRM-системы под ключ,37500.00,3,10100.00
Сопровождение системы резервного копирования под ключ,62000.00,7,18800.00
Миграция DevOps-пайплайна,354500.00,45,174700.00
Тестирование микросервисной архитектуры на основе существующего решения,145500.00,15,66200.00
Развёртывание API-сервиса под ключ,467000.00,39,220700.00
Миграция ERP-системы на основе существующего решения,721500.00,64,341600.00
Развёртывание веб-приложения (SaaS),259500.00,19,75600.00
Разработка платёжного модуля (Enterprise),690500.00,49,275500.00
Развёртывание системы мониторинга с нуля,218500.00,19,105600.00
Консультация мобильного приложения (MVP),66000.00,6,20700.00
Развёртывание корпоративного портала с нуля,74500.00,9,23300.00
Тестирование системы аналитики под ключ,243000.00,28,97000.00
Интеграция нагрузочного тестирования (POC),189000.00,15,74200.00
Сопровождение системы аналитики под ключ,66000.00,5,19300.00
Интеграция API-сервиса (Enterprise),156000.00,14,67300.00
Оптимизация CRM-системы (MVP),142500.00,12,56900.00
Миграция DevOps-пайплайна (POC),277000.00,23,107200.00
Развёртывание чат-бота (MVP),596500.00,75,166700.00
Аудит облачной инфраструктуры на основе существующего решения,165500.00,21,81500.00
Миграция сети доставки контента (MVP),325500.00,26,119300.00
Оптимизация системы аналитики,327000.00,23,156700.00
Консультация корпоративного портала под ключ,80000.00,8,37200.00
Аудит мобильного приложения (POC),162500.00,17,47900.00
Развёртывание микросервисной архитектуры (SaaS),503000.00,40,233800.00
Развёртывание CRM-системы (MVP),332500.00,30,149400.00
Внедрение системы мониторинга под ключ,1078500.00,94,502300.00
Настройка панели администратора,178000.00,23,59400.00
Проектирование CRM-системы на основе существующего решения,470000.00,54,233700.00
Аудит сети доставки контента под ключ,208500.00,16,102200.00
Сопровождение веб-приложения с нуля,114500.00,9,54000.00
Консультация микросервисной архитектуры (SaaS),54500.00,6,18000.00
Миграция нагрузочного тестирования (POC),578000.00,71,155300.00
Оптимизация API-сервиса (SaaS),213000.00,25,95700.00
Развёртывание чат-бота под ключ,319500.00,38,110800.00
Настройка мобильного приложения с нуля,26000.00,3,7600.00
Внедрение микросервисной архитектуры на основе существующего решения,1069500.00,139,305700.00
Интеграция облачной инфраструктуры (SaaS),340500.00,38,114500.00
Интеграция API-сервиса (POC),333000.00,26,162400.00
Консультация системы мониторинга под ключ,8000.00,1,3000.00
Миграция базы данных (POC),492500.00,35,234400.00
Развёртывание DevOps-пайплайна,281000.00,29,112200.00
Интеграция ERP-системы,876000.00,71,272200.00
Настройка базы данных с нуля,129500.00,12,58600.00
Интеграция чат-бота,895500.00,85,261500.00
Сопровождение API-сервиса (MVP),33500.00,3,15200.00
Миграция мобильного приложения с нуля,315500.00,28,121400.00
Миграция микросервисной архитектуры под ключ,164500.00,14,76000.00
Тестирование чат-бота (MVP),28500.00,3,10300.00
Разработка платёжного модуля под ключ,249500.00,18,102400.00
Консультация системы мониторинга с нуля,16500.00,1,4700.00
Развёртывание системы аутентификации (POC),520500.00,67,151100.00
Сопровождение микросервисной архитектуры (POC),78500.00,7,26000.00
Аудит базы данных (POC),290000.00,29,99200.00
Миграция DevOps-пайплайна с нуля,169500.00,21,64200.00
Сопровождение чат-бота (SaaS),100500.00,8,50000.00
Разработка корпоративного портала с нуля,982000.00,123,266800.00
Оптимизация системы аутентификации (MVP),142500.00,10,42700.00
Сопровождение корпоративного портала на основе существующего решения,91000.00,10,26900.00
Миграция системы аутентификации с нуля,109000.00,13,48900.00
Разработка системы аналитики (Enterprise),527000.00,62,168300.00
Консультация CRM-системы (MVP),79500.00,9,20300.00
Консультация системы аналитики (SaaS),33500.00,3,8500.00
Аудит CRM-системы под ключ,89000.00,7,23300.00
Проектирование CRM-системы (SaaS),568500.00,53,153100.00
Развёртывание облачной инфраструктуры,461500.00,37,229000.00
Миграция системы аутентификации (Enterprise),636500.00,52,257600.00
Консультация панели администратора (POC),77500.00,8,33700.00
Настройка API-сервиса (SaaS),108000.00,14,38500.00
Настройка микросервисной архитектуры (MVP),47500.00,5,12200.00
Проектирование микросервисной архитектуры на основе существующего решения,265500.00,32,95200.00
Интеграция базы данных (MVP),1138500.00,93,342300.00
Миграция API-сервиса на основе существующего решения,448000.00,33,199700.00
Настройка нагрузочного тестирования,101500.00,7,42800.00
Развёртывание DevOps-пайплайна (MVP),179500.00,15,62300.00
Проектирование мобильного приложения на основе существующего решения,430000.00,54,127700.00
Внедрение панели администратора (SaaS),1207000.00,127,431600.00
Проектирование API-сервиса на основе существующего решения,490000.00,57,193200.00
Проектирование мобильного приложения (SaaS),363500.00,36,106500.00
Внедрение API-сервиса (Enterprise),763000.00,89,197400.00
Внедрение системы аналитики с нуля,785000.00,55,364600.00
Внедрение системы аутентификации на основе существующего решения,1404000.00,101,424800.00
Сопровождение системы резервного копирования (POC),37500.00,3,16100.00
Интеграция облачной инфраструктуры (MVP),400500.00,36,113300.00
Аудит системы аналитики (Enterprise),160000.00,20,44100.00
Сопровождение ERP-системы с нуля,43500.00,4,17600.00
Аудит панели администратора с нуля,293000.00,29,75800.00
Сопровождение микросервисной архитектуры (MVP),98500.00,11,30900.00
Миграция платёжного модуля (Enterprise),108500.00,10,29900.00
Разработка системы управления задачами (MVP),1980500.00,244,895700.00
Интеграция корпоративного портала (SaaS),952000.00,95,453200.00
Интеграция веб-приложения,173500.00,16,85400.00
Аудит базы данных с нуля,95500.00,7,33500.00
Настройка мобильного приложения на основе существующего решения,25000.00,2,7700.00
Оптимизация системы управления задачами под ключ,188000.00,23,72500.00
Проектирование системы управления задачами с нуля,788000.00,67,325900.00
Аудит панели администратора,146000.00,18,40100.00
Внедрение CRM-системы на основе существующего решения,881000.00,99,364200.00
Развёртывание системы мониторинга на основе существующего решения,263000.00,21,72300.00
Развёртывание системы аутентификации с нуля,519000.00,42,156400.00
Тестирование нагрузочного тестирования (POC),355000.00,31,144300.00
Миграция ERP-системы (Enterprise),636000.00,72,274500.00
Оптимизация системы управления задачами,138500.00,12,62500.00
Разработка нагрузочного тестирования под ключ,170000.00,13,56800.00
Внедрение облачной инфраструктуры на основе существующего решения,450500.00,37,195700.00
Интеграция системы аутентификации (MVP),884500.00,113,224100.00
Интеграция облачной инфраструктуры (POC),714500.00,77,336700.00
Разработка сети доставки контента (POC),312000.00,32,82300.00
Проектирование DevOps-пайплайна (POC),346000.00,28,92700.00
Проектирование облачной инфраструктуры с нуля,627500.00,54,294500.00
Тестирование микросервисной архитектуры,328500.00,34,132600.00
Оптимизация облачной инфраструктуры на основе существующего решения,400000.00,51,192000.00
Сопровождение системы резервного копирования под ключ,54500.00,7,15600.00
Консультация системы управления задачами (MVP),44500.00,5,18200.00
Аудит системы управления задачами на основе существующего решения,95000.00,10,43500.00
Настройка чат-бота с нуля,116000.00,13,46100.00
Развёртывание платёжного модуля,293000.00,30,133600.00
Интеграция веб-приложения под ключ,803000.00,92,217100.00
Миграция веб-приложения под ключ,672500.00,84,264600.00
Разработка мобильного приложения (MVP),604500.00,74,208600.00
Тестирование системы аутентификации (SaaS),204500.00,25,52300.00
Развёртывание системы мониторинга,40000.00,3,14500.00
Оптимизация системы аутентификации под ключ,308000.00,32,126800.00
Проектирование системы управления задачами (MVP),735500.00,75,247100.00
Миграция нагрузочного тестирования на основе существующего решения,522500.00,47,179200.00
Развёртывание DevOps-пайплайна (SaaS),87500.00,10,31500.00
Внедрение панели администратора с нуля,375000.00,29,125300.00
Интеграция панели администратора на основе существующего решения,1072500.00,123,302800.00
Миграция ERP-системы на основе существующего решения,709500.00,74,258800.00
Настройка веб-приложения под ключ,29000.00,3,8000.00
Разработка системы мониторинга (Enterprise),803000.00,96,233200.00
Сопровождение системы аналитики на основе существующего решения,99500.00,10,36900.00
Тестирование нагрузочного тестирования (MVP),250500.00,19,74900.00
Миграция платёжного модуля (Enterprise),200500.00,23,60900.00
Сопровождение платёжного модуля,27000.00,2,12500.00
Интеграция панели администратора с нуля,85500.00,11,38600.00
Тестирование корпоративного портала (Enterprise),278500.00,30,83400.00
Настройка DevOps-пайплайна под ключ,86000.00,7,35400.00
Развёртывание DevOps-пайплайна (Enterprise),528500.00,44,184600.00
Разработка панели администратора,1958500.00,233,516400.00
Миграция чат-бота,286000.00,22,84100.00
Интеграция микросервисной архитектуры (SaaS),518000.00,66,221300.00
Проектирование ERP-системы (MVP),285500.00,27,93100.00
Интеграция ERP-системы (POC),398500.00,34,177700.00
Оптимизация API-сервиса на основе существующего решения,364000.00,30,121700.00
Внедрение платёжного модуля с нуля,661500.00,57,229600.00
Развёртывание базы данных,433500.00,31,212700.00
Разработка чат-бота под ключ,1313500.00,114,545700.00
Миграция мобильного приложения (SaaS),601000.00,75,244200.00
Интеграция микросервисной архитектуры (Enterprise),1003000.00,74,424700.00
Оптимизация системы резервного копирования (Enterprise),230500.00,26,85300.00
Интеграция базы данных,1181000.00,120,452000.00
Сопровождение системы аналитики,56500.00,6,25900.00
Аудит системы мониторинга под ключ,61500.00,8,15900.00
Проектирование мобильного приложения (POC),254000.00,23,96500.00
Разработка нагрузочного тестирования под ключ,976000.00,81,448000.00
Консультация сети доставки контента (Enterprise),33500.00,3,15300.00
Настройка API-сервиса (MVP),40000.00,3,14700.00
Развёртывание мобильного приложения (SaaS),41000.00,3,13600.00
Настройка системы аналитики на основе существующего решения,180000.00,13,80600.00
Внедрение CRM-системы с нуля,1030500.00,131,405500.00
Внедрение чат-бота (Enterprise),916000.00,89,355300.00
Развёртывание облачной инфраструктуры (MVP),387000.00,43,184700.00
Разработка веб-приложения (POC),889000.00,66,338700.00
Настройка мобильного приложения (MVP),33000.00,3,16100.00
Консультация системы аутентификации на основе существующего решения,75500.00,6,22900.00
Развёртывание чат-бота с нуля,53000.00,4,22600.00
Миграция системы аутентификации под ключ,421000.00,50,134500.00
Консультация системы мониторинга (MVP),43000.00,4,12200.00
Внедрение панели администратора под ключ,1401500.00,110,402300.00
Разработка базы данных (SaaS),739000.00,60,275900.00
Миграция API-сервиса (SaaS),273000.00,24,90900.00
Тестирование чат-бота (SaaS),116000.00,14,36800.00
Настройка системы мониторинга (Enterprise),58000.00,7,23800.00
Разработка микросервисной архитектуры (MVP),1735500.00,122,505000.00
Сопровождение микросервисной архитектуры (MVP),75000.00,9,25400.00
Консультация API-сервиса под ключ,60500.00,6,26600.00
Интеграция системы резервного копирования (SaaS),1156500.00,133,423800.00
Проектирование микросервисной архитектуры (MVP),84500.00,9,28100.00
Развёртывание API-сервиса (POC),215000.00,27,64100.00
Проектирование панели администратора (Enterprise),162500.00,15,74200.00
Проектирование платёжного модуля с нуля,512500.00,55,210400.00
Разработка мобильного приложения под ключ,1201500.00,134,371400.00
Настройка ERP-системы под ключ,117500.00,13,44500.00
Миграция системы аналитики (MVP),321000.00,38,111900.00
Настройка нагрузочного тестирования (MVP),16500.00,2,6000.00
Проектирование системы аналитики,722000.00,88,263100.00
Консультация системы аналитики (POC),61500.00,7,21400.00
Оптимизация облачной инфраструктуры с нуля,211000.00,17,67000.00
Миграция сети доставки контента (POC),134000.00,16,62200.00
Настройка микросервисной архитектуры (MVP),81500.00,9,22900.00
Разработка базы данных (MVP),852500.00,68,379700.00
Миграция микросервисной архитектуры (Enterprise),556000.00,67,255400.00
Сопровождение мобильного приложения (Enterprise),17000.00,1,6000.00
Консультация панели администратора с нуля,36500.00,3,14400.00
Консультация системы мониторинга (SaaS),50500.00,4,25100.00
Сопровождение веб-приложения (Enterprise),95000.00,9,35300.00
Внедрение системы резервного копирования (SaaS),1125500.00,120,540700.00
Консультация корпоративного портала (MVP),7500.00,1,2000.00
